SYMBOL,baseMean,log2FoldChange,pvalue,padj
FUBP1,525.2960316,-0.142292187,0.981241753,2.60577E-09
FERMT3,525.572659,0.263051004,0.991987349,2.60577E-09
TUT4,526.3253677,-0.507766282,0.976376732,2.60577E-09
TCP1,526.5441471,-0.474302525,0.965045141,2.60577E-09
PARP14,526.711846,-0.366920476,0.991591641,2.60577E-09
NPEPPS,526.7711827,-0.559699831,0.960763325,2.60577E-09
STK38,526.9162015,0.113489739,0.999541742,2.60577E-09
RSRC2,527.4717328,-0.065110312,0.999309506,2.60577E-09
CLEC2D,527.538228,-0.646674383,0.805071929,2.60577E-09
CPSF6,528.170656,-1.739294619,0.044375123,2.60577E-09
MAP3K3,528.4768892,-0.024224222,0.999374136,2.60577E-09
ZNF266,528.4807166,-0.095148425,0.999883482,2.60577E-09
ZFC3H1,528.6026286,0.208364332,0.952093968,2.60577E-09
STX16,528.6988133,-0.298205444,0.996815722,2.60577E-09
ARHGEF7,529.3971344,-0.104119751,0.997213603,2.60577E-09
ZBTB10,529.5074638,0.087906634,0.96223007,2.60577E-09
MAZ,529.7537451,-0.140255979,0.999825709,2.60577E-09
FNDC3B,530.4776537,0.232156452,0.99504586,2.60577E-09
SYTL2,531.2345418,0.294907742,0.997267759,2.60577E-09
SREBF2,531.4150046,1.014768696,0.478176108,2.60577E-09
EIF4G3,531.8036307,1.024261854,0.470519874,2.60577E-09
NECAP1,532.0091607,-0.241561476,0.983149661,2.60577E-09
CD46,532.0266022,-0.070838041,0.999825745,2.60577E-09
FBXL20,533.6530312,2.422428937,0.120487365,2.60577E-09
GCN1,533.9916899,0.011145105,0.997530011,2.60577E-09
CPD,534.4904929,1.300665175,0.238172891,2.60577E-09
AP2A1,534.526636,-0.007642217,0.999999778,2.60577E-09
IL4R,534.8256528,-1.150729014,0.394084259,2.60577E-09
FAU,535.0754984,-0.018588934,0.999337502,2.60577E-09
INPPL1,535.5929044,0.271273903,0.99550394,2.60577E-09
ABLIM1,535.7025045,-1.596918052,0.141536992,2.60577E-09
WBP11,535.8481887,-0.094111376,0.999303671,2.60577E-09
MTDH,536.0560247,-0.022085719,0.99996736,2.60577E-09
SRSF6,537.2170815,-0.406038947,0.996312564,2.60577E-09
EIF3E,537.8435901,-0.874820394,0.597348001,2.60577E-09
TAP2,538.5922373,0.140315707,0.985960837,2.60577E-09
CTDSP1,539.4386992,0.403820155,0.993124075,2.60577E-09
TET2,539.8078406,-0.033935697,0.999561938,2.60577E-09
MAP2K3,539.8264035,-0.312638916,0.950579483,2.60577E-09
RNF216,539.9772238,0.289401069,0.998879458,2.60577E-09
ZBED4,541.011515,-0.773111731,0.754510188,2.60577E-09
RPS6KA3,541.6736675,-0.6239235,0.955809208,2.60577E-09
FAM120A,542.0089548,0.274779717,0.999290518,2.60577E-09
JAK3,542.2019187,-0.171063244,0.997194262,2.60577E-09
ATP1A1,542.5560676,0.186693671,0.999043419,2.60577E-09
RPS24,543.6115689,-0.917207548,0.595505387,2.60577E-09
RPL34,543.7759422,-0.522021419,0.879877451,2.60577E-09
DOCK11,543.8525757,0.522765616,0.91098461,2.60577E-09
DDX21,544.0935708,0.038321626,0.998940271,2.60577E-09
TMSB10,544.3117615,0.543753983,0.9637645,2.60577E-09
SLTM,544.5933273,0.06682977,0.999956188,2.60577E-09
ZBTB11,545.1096231,-0.112285127,0.997524468,2.60577E-09
GLS,545.1120674,0.387085016,0.96300309,2.60577E-09
PAPOLA,545.5597016,-0.334641468,0.999029407,2.60577E-09
SH2D2A,546.2515925,1.285088689,0.198704761,2.60577E-09
RPL27,546.5232396,-0.55170926,0.856119839,2.60577E-09
ZSWIM8,547.1865925,0.401401535,0.957703966,2.60577E-09
YME1L1,548.6393658,-0.111249336,0.998923313,2.60577E-09
AHSA2P,549.3915425,-0.313160487,0.999964358,2.60577E-09
MACROH2A1,550.0750978,-0.641956485,0.954759109,2.60577E-09
XRCC5,550.1568959,0.07096983,0.999997143,2.60577E-09
CNBP,550.7250064,-0.097937284,0.99977961,2.60577E-09
TM9SF3,551.0740903,-0.076760855,0.999608773,2.60577E-09
DICER1,551.3329208,-0.30227587,0.979795806,2.60577E-09
MDN1,551.3927392,-0.589916733,0.924057487,2.60577E-09
DCAF8,551.5345243,-0.221623147,0.995528946,2.60577E-09
AP1G1,551.5454477,0.20333037,0.994923167,2.60577E-09
TMX4,551.8616858,0.302004448,0.992366369,2.60577E-09
NUFIP2,552.0101359,0.622498938,0.816287378,2.60577E-09
FGD3,552.0341839,0.118163412,0.997406064,2.60577E-09
ITCH,552.7318344,0.138265631,0.998761298,2.60577E-09
ARIH2,553.3255686,0.480061223,0.971435027,2.60577E-09
JARID2,553.4310582,-0.212370115,0.999329899,2.60577E-09
IFI16,553.9178297,0.682808066,0.87072506,2.60577E-09
RBMX,553.9625783,0.333818757,0.988190258,2.60577E-09
ANAPC5,554.7029708,-0.091032958,0.997942227,2.60577E-09
NPIPA6,555.8779243,-0.288861159,0.98159394,2.60577E-09
ENSG00000289100,556.662055,0.083033065,0.99975474,2.60577E-09
ATP2B1,557.2806707,-0.384771273,0.995968441,2.60577E-09
EMB,558.2421014,-0.448007826,0.951898708,2.60577E-09
BRD7,558.3994977,0.468723172,0.96977373,2.60577E-09
CYRIB,558.8059892,0.412032893,0.992345486,2.60577E-09
SRRT,558.9955282,0.443295778,0.95106528,2.60577E-09
USP22,559.4928516,0.268101721,0.968293619,2.60577E-09
CD53,559.5919828,0.361466607,0.998036255,2.60577E-09
PBXIP1,560.9166521,-1.276524123,0.176151576,2.60577E-09
CCSER2,561.5822289,0.710137013,0.816455515,2.60577E-09
ZNF655,562.8999164,0.144742426,0.999369742,2.60577E-09
PTPRA,563.124099,0.699961386,0.923860847,2.60577E-09
HECA,563.4393279,0.089925311,0.999513083,2.60577E-09
TAOK3,563.7630586,-0.032401832,0.998978489,2.60577E-09
MAN2A2,563.9582918,0.176511857,0.996261885,2.60577E-09
MEX3C,563.988582,0.234574076,0.964221654,2.60577E-09
IFITM1,564.5561722,-0.177288909,0.980378399,2.60577E-09
SIN3A,564.7886897,-0.364641201,0.993078607,2.60577E-09
TUBGCP6,567.1652931,-0.074450174,0.999901696,2.60577E-09
NPM1,567.6393303,-0.357609873,0.930763012,2.60577E-09
UBXN4,567.7669137,0.010362572,0.999379605,2.60577E-09
STOM,567.9925667,1.073105385,0.418434123,2.60577E-09
SLC25A36,568.1662654,-1.183485887,0.271786712,2.60577E-09
NCBP3,569.0821445,1.46833779,0.264539449,2.60577E-09
PRR12,569.2778843,0.804251407,0.631430145,2.60577E-09
MORF4L2,570.1238877,-0.206549211,0.998361791,2.60577E-09
NCOA2,570.7165299,-0.461847397,0.883893684,2.60577E-09
NUP214,570.8730102,-0.050445995,0.999406918,2.60577E-09
VPS13D,571.3194402,-0.125818546,0.995548364,2.60577E-09
SNHG3,571.7063105,-0.929769941,0.558713208,2.60577E-09
PHC3,572.0466892,-0.515722023,0.881105656,2.60577E-09
ZBTB38,572.8865684,1.507645408,0.125961889,2.60577E-09
KLHL24,572.8945114,-0.141176293,0.995864327,2.60577E-09
NUP153,573.7837696,-0.213988618,0.996536354,2.60577E-09
ZBTB4,574.0567844,0.588872394,0.973857204,2.60577E-09
MXD4,574.352089,0.545773107,0.908626484,2.60577E-09
ZDHHC20,574.4158676,1.243602017,0.346151471,2.60577E-09
ZNF335,574.587536,0.864382681,0.658656207,2.60577E-09
ERCC5,575.4207607,0.315178799,0.997329299,2.60577E-09
CCND3,576.4068742,0.130496549,0.996429143,2.60577E-09
PRKAR1A,577.9106036,0.023355057,0.999996478,2.60577E-09
ENSG00000291073,577.9866536,-0.353276827,0.980493577,2.60577E-09
RABGAP1L,578.0596106,-0.225028436,0.999955875,2.60577E-09
LSM14A,579.0072417,0.424418849,0.983934163,2.60577E-09
UBA7,579.2274773,-0.066651284,0.999985408,2.60577E-09
DMTF1,579.3172443,-0.511541966,0.939540953,2.60577E-09
ST3GAL1,579.3315464,-0.402867138,0.939792201,2.60577E-09
RB1CC1,579.635863,0.087826481,0.997829709,2.60577E-09
PDZD8,580.277459,-0.519371937,0.824650702,2.60577E-09
IDI1,580.4292406,0.704433877,0.86068318,2.60577E-09
TMEM123,581.1301959,-1.158191403,0.340024711,2.60577E-09
NUCKS1,581.247657,-0.263582852,0.995292182,2.60577E-09
PCNX1,581.2746117,0.411561387,0.97123358,2.60577E-09
CHST12,582.3491111,0.50821702,0.943839809,2.60577E-09
TUBB,582.3778102,0.018693065,0.999181025,2.60577E-09
YTHDC1,583.2554083,-0.167743352,0.995764223,2.60577E-09
COX4I1,584.1992536,-0.055335477,0.997935778,2.60577E-09
LPIN1,584.2123249,-0.352470866,0.911537974,2.60577E-09
PMAIP1,584.2235215,1.016113619,0.547629348,2.60577E-09
BRD10,584.3588963,-0.088332298,0.999995662,2.60577E-09
GSK3B,584.359516,1.474119927,0.211154593,2.60577E-09
CDK5RAP3,584.9510733,-0.64833888,0.874457698,2.60577E-09
DPP9,585.3374128,0.282142825,0.995208035,2.60577E-09
RPS15,585.6937432,-0.323532618,0.987311659,2.60577E-09
DYRK1A,585.827165,0.010898195,0.999789975,2.60577E-09
DDIT4,586.4051905,0.247383954,0.997506593,2.60577E-09
RN7SL2,587.2708476,1.58154356,0.14284538,2.60577E-09
PICALM,587.4362499,-0.34426413,0.998685803,2.60577E-09
SETD1B,589.0799634,-0.10217091,0.996088541,2.60577E-09
SSH2,589.1201991,0.27067192,0.997214127,2.60577E-09
TUBGCP2,589.6357518,0.043551619,0.999751118,2.60577E-09
ZNF800,589.8684928,-0.151966648,0.999248418,2.60577E-09
CALM3,590.3574841,0.45585962,0.993898479,2.60577E-09
BLTP2,590.7296339,-0.261957254,0.997923976,2.60577E-09
ESYT1,591.2888484,0.254523361,0.990891001,2.60577E-09
DNAJB14,591.3246512,-0.505125469,0.979562721,2.60577E-09
PCGF3,591.6931107,0.512702004,0.95101949,2.60577E-09
YY1AP1,591.9184861,0.070989637,0.998627547,2.60577E-09
EIF3F,592.0478971,-0.216766397,0.982759796,2.60577E-09
MAFF,593.0156943,-0.666516132,0.785674313,2.60577E-09
ZC3H11A,593.380451,0.030236261,0.999999924,2.60577E-09
RAB18,593.6562794,0.280209805,0.894657512,2.60577E-09
GCC2,593.8511501,-0.206769369,0.99923798,2.60577E-09
RALY,594.0699417,0.188508174,0.972946054,2.60577E-09
PABPC4,594.3093869,-0.809728095,0.686431458,2.60577E-09
EIF3B,594.486439,0.419422871,0.957023765,2.60577E-09
TPP1,594.5848366,0.858117398,0.699605508,2.60577E-09
PHF21A,594.8843284,0.043769947,0.99631685,2.60577E-09
FAM107B,595.781932,-0.465413137,0.987219283,2.60577E-09
LTBP3,596.1912965,-0.771982745,0.727249282,2.60577E-09
PJA2,596.2299354,0.074936162,0.999163517,2.60577E-09
MIB2,596.5042311,0.539132396,0.911507954,2.60577E-09
SRPRA,597.6714701,0.237153451,0.994728094,2.60577E-09
HMGN2,598.2165353,0.304806584,0.989896059,2.60577E-09
ARIH1,598.8713136,0.734865559,0.785691948,2.60577E-09
TSC22D4,599.0494479,0.423571134,0.994820255,2.60577E-09
UBA52,599.0600186,-0.192747691,0.980096125,2.60577E-09
ATP8A1,600.0737467,0.076268273,0.999063115,2.60577E-09
PIK3AP1,600.3742484,0.667463927,0.856357099,2.60577E-09
ILRUN,600.5122348,0.417965896,0.996215675,2.60577E-09
CNOT2,600.6565043,-0.03692399,0.999999655,2.60577E-09
DERL1,600.7216464,0.283095847,0.965083393,2.60577E-09
FGR,600.9901069,-0.092930788,0.990400977,2.60577E-09
CDK17,601.2489867,-0.268296121,0.999559696,2.60577E-09
N4BP2L2,602.802133,-0.337345349,0.996543077,2.60577E-09
BAG6,603.1204485,-0.074452229,0.9991003,2.60577E-09
NIN,603.1311623,0.39659196,0.994060716,2.60577E-09
SSH1,605.2479373,0.869464485,0.727512721,2.60577E-09
SLAMF7,605.628651,1.274886596,0.231381258,2.60577E-09
MAP1LC3B,605.8575942,0.279625522,0.943642605,2.60577E-09
EIF5A,606.2127319,0.059594213,0.989113646,2.60577E-09
PNPLA2,606.5344573,-0.35219455,0.997366363,2.60577E-09
NSD1,606.8326562,0.340725048,0.99846107,2.60577E-09
TNFRSF14,607.5291633,0.528275838,0.96862606,2.60577E-09
CCNT1,607.6274167,-0.205799608,0.976062381,2.60577E-09
STAT1,608.9679288,-0.304968837,0.950087798,2.60577E-09
WHAMM,610.0291212,-0.552226597,0.781816139,2.60577E-09
MYBL1,610.061164,1.004543003,0.493284751,2.60577E-09
PLEKHG3,611.3609908,0.233188191,0.973733064,2.60577E-09
CYTH4,612.1090156,1.28622504,0.231421743,2.60577E-09
TNIK,612.5520062,0.093432084,0.999949758,2.60577E-09
AXIN1,612.6049174,1.234840024,0.17272895,2.60577E-09
CTBP1,612.7876151,0.216377555,0.994167957,2.60577E-09
SFT2D2,613.3024725,0.056491838,0.999983673,2.60577E-09
SKI,613.3694723,-0.035240817,0.993489405,2.60577E-09
RPL37,614.0631959,-0.860672011,0.649821696,2.60577E-09
RAB11FIP4,614.2353441,0.806603753,0.791198736,2.60577E-09
CTSC,614.3020171,0.508855532,0.986760399,2.60577E-09
NISCH,614.5617108,0.745146529,0.828642565,2.60577E-09
PUM1,615.0411297,0.458792967,0.949796829,2.60577E-09
MAP7D1,615.2814352,-0.039610664,0.999996244,2.60577E-09
NLRC3,615.340119,0.016175366,0.999994219,2.60577E-09
AKT1,615.6592101,0.331990895,0.999239831,2.60577E-09
MKRN1,615.7782355,-0.460865039,0.994976758,2.60577E-09
CHST2,616.1542353,1.309242495,0.281195186,2.60577E-09
RC3H1,616.1962092,0.269564668,0.955167997,2.60577E-09
QKI,616.4776485,-0.503835754,0.979111647,2.60577E-09
CCNL2,617.5171724,-0.180144248,0.998663253,2.60577E-09
SEC61A1,617.5206692,0.194767349,0.999998424,2.60577E-09
RPS9,617.6650557,-0.651914923,0.863597754,2.60577E-09
CD47,619.8926925,-0.123282175,0.999989919,2.60577E-09
ANXA1,620.0785607,-0.133364496,0.997684644,2.60577E-09
EIF4G1,620.5279177,0.209994477,0.995919878,2.60577E-09
PIM1,620.6944214,0.23024718,0.914863677,2.60577E-09
SLFN5,621.3966478,-0.259063711,0.981562047,2.60577E-09
PTPN4,621.9692632,0.689402169,0.803063864,2.60577E-09
NCOR2,622.1577038,0.550839098,0.913455368,2.60577E-09
METRNL,622.7254528,0.406802282,0.978285546,2.60577E-09
DOK2,622.8495026,0.891423354,0.644630308,2.60577E-09
SUSD6,622.9437049,0.908322442,0.588769899,2.60577E-09
SERINC1,623.5069855,0.185140704,0.998305131,2.60577E-09
CLSTN1,623.6967284,0.654017491,0.908685219,2.60577E-09
CDK12,624.4327582,-0.021073671,0.999902969,2.60577E-09
GTF2I,624.6077417,-0.434666451,0.916138532,2.60577E-09
IRF9,625.472557,-0.208864561,0.995272684,2.60577E-09
USP47,626.2339141,-0.485093226,0.986213023,2.60577E-09
DENND1C,626.8517601,0.51565925,0.970669197,2.60577E-09
PUM2,627.2424983,-0.150990111,0.999982409,2.60577E-09
CLTC,630.1652026,0.166666139,0.998863347,2.60577E-09
SH3BP2,630.6515712,0.592306675,0.868314483,2.60577E-09
SYTL1,630.989504,0.720965142,0.917987695,2.60577E-09
MAP3K2,631.1970382,-0.165811029,0.999890154,2.60577E-09
DDB1,631.8051662,0.255994744,0.973700903,2.60577E-09
VIM,632.3227687,-0.609748249,0.919147717,2.60577E-09
EFCAB14,632.4851457,0.026944444,0.999993797,2.60577E-09
MIR663A,632.7375948,-1.556138434,0.17585679,2.60577E-09
B3GNT7,634.3137605,-0.256618235,0.961375634,2.60577E-09
YWHAB,635.0408545,0.213868407,0.990914697,2.60577E-09
AFF4,635.0709577,-0.150304577,0.992203198,2.60577E-09
SEPTIN6,636.1117424,-0.766973935,0.758920338,2.60577E-09
DCAF5,636.8558099,0.134213033,0.999827176,2.60577E-09
EHD1,637.5363561,-0.104154569,0.998924644,2.60577E-09
HP1BP3,638.4066722,0.098879356,0.999990272,2.60577E-09
TUG1,639.461833,-0.249076066,0.999539823,2.60577E-09
CAPN15,639.5384613,0.703936273,0.744392882,2.60577E-09
RRBP1,640.7596999,-0.499380857,0.958384197,2.60577E-09
BBX,641.0542872,0.09961542,0.974954049,2.60577E-09
FOXP1,642.634795,0.125673381,0.99999841,2.60577E-09
ENSG00000290683,644.2757523,-1.320637907,0.337356232,2.60577E-09
SEC16A,645.0374935,0.135323132,0.999274865,2.60577E-09
DNMT1,646.8692605,-0.082736367,0.999433568,2.60577E-09
STK17A,647.1918682,-0.852690771,0.645432272,2.60577E-09
RNF10,647.5740926,0.48053882,0.925732512,2.60577E-09
ASXL1,647.8913097,0.118233401,0.998832935,2.60577E-09
NPC1,648.3550279,1.40735914,0.086219859,2.60577E-09
PRMT2,649.847852,-0.337492655,0.930174286,2.60577E-09
PPP1R9B,650.1582151,-0.600721914,0.944399587,2.60577E-09
CSK,651.2375973,-0.115755162,0.999974148,2.60577E-09
PTPN7,652.6734963,0.359516197,0.967055606,2.60577E-09
PRKD2,652.6941173,0.287241689,0.989687941,2.60577E-09
EIF3C,652.861126,-0.322016576,0.950372333,2.60577E-09
ARHGAP26,653.4649283,-0.032217116,0.995476136,2.60577E-09
SUPT5H,655.3951784,0.181831504,0.994437047,2.60577E-09
PPIL2,655.9175726,0.377354685,0.908706179,2.60577E-09
IST1,656.9357832,0.009304466,0.999767252,2.60577E-09
KDM5C,657.302647,0.059411894,0.997920609,2.60577E-09
FBRS,657.5179573,-0.116114629,0.98066418,2.60577E-09
PLEK,659.9043873,1.098023911,0.353777221,2.60577E-09
TYK2,660.2173207,0.036373074,0.999798517,2.60577E-09
DEF6,661.4439983,0.235076372,0.998988977,2.60577E-09
SLC15A4,662.8657611,1.35680985,0.20967563,2.60577E-09
CHD9,663.292431,-0.817290197,0.628416756,2.60577E-09
ALDOA,663.5930502,0.52347137,0.977094511,2.60577E-09
SPG7,664.2603729,-0.281297268,0.999154159,2.60577E-09
RSRP1,664.2818512,-0.227297644,0.997063264,2.60577E-09
MAPRE2,665.8709304,0.39237754,0.994131837,2.60577E-09
OSBPL8,665.8975443,-0.461537459,0.936486429,2.60577E-09
KLF12,666.2962245,0.225831238,0.999180204,2.60577E-09
B4GALT1,667.571976,-0.43698185,0.959564993,2.60577E-09
DNAJB6,668.0960713,0.493517625,0.95849962,2.60577E-09
PABPN1,668.1165833,-0.436726805,0.963711472,2.60577E-09
CREBRF,668.1773477,0.106050271,0.999451609,2.60577E-09
CNOT1,668.4515727,0.313241303,0.998718625,2.60577E-09
WDR82,668.693574,0.102538579,0.999996217,2.60577E-09
PCNT,670.0678697,0.792871496,0.739888173,2.60577E-09
CDK13,670.1926456,-0.364024899,0.996554101,2.60577E-09
GRK3,670.2405107,-0.743236348,0.642779223,2.60577E-09
SEC24C,670.5216172,-0.284136636,0.995380186,2.60577E-09
RBM3,670.6900477,-0.03219887,0.998148438,2.60577E-09
USF2,671.0482498,0.392484018,0.97740194,2.60577E-09
NAP1L1,671.6387307,-0.621351,0.841345614,2.60577E-09
FAM193B,672.6665932,-0.113355014,0.999767723,2.60577E-09
LCP2,673.6007853,-0.118591761,0.999994678,2.60577E-09
CLASP1,673.8239933,-1.070624819,0.399222175,2.60577E-09
MYO15B,675.9672648,0.486502885,0.859539959,2.60577E-09
CMIP,677.3691312,0.115469981,0.999961072,2.60577E-09
HCFC1,677.5670576,0.462549136,0.994992776,2.60577E-09
FBXO7,677.814874,-0.035336718,0.999945892,2.60577E-09
TSEN54,679.8955062,0.595907415,0.970813455,2.60577E-09
ZNF331,680.8384942,0.511168002,0.922477568,2.60577E-09
JOSD1,684.2881007,0.249127634,0.990996943,2.60577E-09
CD37,684.3670768,-0.013341429,0.999999794,2.60577E-09
RPL12,684.4410432,-0.695078878,0.781289171,2.60577E-09
ITGA5,684.8522417,-0.605940489,0.840558829,2.60577E-09
RPL26,684.8977219,-0.658617657,0.848427228,2.60577E-09
TRIM33,685.6087079,0.0639229,0.999938461,2.60577E-09
MAPK8IP3,685.7969335,0.109940209,0.998349576,2.60577E-09
KDM6A,686.5926151,-0.060987788,0.999299129,2.60577E-09
PSD4,686.7822066,-0.11773861,0.984995927,2.60577E-09
NXF1,686.7920446,0.078200429,0.999993082,2.60577E-09
SLA2,687.1002173,1.068165089,0.425720445,2.60577E-09
RPS29,687.6004349,-0.532346588,0.903958322,2.60577E-09
POM121C,688.1618324,0.304730874,0.99500813,2.60577E-09
HCLS1,689.1410875,0.525438612,0.978213519,2.60577E-09
ACTR3,689.3463493,0.110424256,0.999997167,2.60577E-09
CORO7,689.7351688,-0.294002279,0.981555412,2.60577E-09
RPL23,690.1880429,-1.056245424,0.43536948,2.60577E-09
EZR,691.4784073,0.232008923,0.999653568,2.60577E-09
RPS7,691.6993045,-0.658633243,0.850764148,2.60577E-09
ADAMTS10,691.7516361,0.958201565,0.554434189,2.60577E-09
MIDEAS,691.9684265,0.204686645,0.987067518,2.60577E-09
INPP4A,693.2456766,0.451534131,0.985646141,2.60577E-09
FRYL,694.0922709,-0.206487311,0.97831018,2.60577E-09
PNN,695.3493614,-0.406531528,0.988408981,2.60577E-09
SMAP2,696.669911,-1.060769374,0.435297001,2.60577E-09
CRTC2,697.8076625,0.456797539,0.841225506,2.60577E-09
RPS20,697.9666781,-0.242174426,0.979916506,2.60577E-09
RNF19A,698.944471,-0.046558556,0.996814186,2.60577E-09
SF3A1,699.5898691,0.394068571,0.999547847,2.60577E-09
GPCPD1,700.3200426,-0.066132721,0.997782215,2.60577E-09
CDC25B,700.4109731,-0.591916153,0.94437454,2.60577E-09
HIF1A,701.0188492,-0.954748577,0.541669841,2.60577E-09
EML4,701.2345203,-0.978801271,0.522980084,2.60577E-09
ATP2A2,701.4152184,-0.305824595,0.983645943,2.60577E-09
HTT,701.4522811,0.322671058,0.949496988,2.60577E-09
G3BP1,703.2660531,1.027087859,0.470349534,2.60577E-09
IER5,703.2680729,0.200786926,0.923347759,2.60577E-09
H3.3A,703.3800822,0.230038271,0.999747131,2.60577E-09
ITM2B,703.6742764,0.374766083,0.985844316,2.60577E-09
PIK3IP1,704.1470315,-0.199847908,0.936682751,2.60577E-09
CHASERR,704.4170523,-0.312540394,0.959667673,2.60577E-09
RALGDS,705.6091987,-0.203194967,0.999432082,2.60577E-09
LARP1,706.6115471,0.049916107,0.996246539,2.60577E-09
GAS7,707.6986424,-1.121022465,0.358493433,2.60577E-09
CDC42,708.3570665,0.44200072,0.917543353,2.60577E-09
MPRIP,709.3436638,-0.0160795,0.99999978,2.60577E-09
ATF7IP,709.6468175,-0.267990835,0.99978571,2.60577E-09
PRPF40A,710.81182,-0.891610308,0.656641915,2.60577E-09
RPS23,711.4500807,-0.882899294,0.610388167,2.60577E-09
GATAD2B,711.6229245,-1.198233374,0.376790039,2.60577E-09
EEF1D,712.7310146,-0.2493708,0.99206645,2.60577E-09
RASA2,712.890496,0.193578054,0.999977483,2.60577E-09
LUC7L3,713.484575,-0.654972559,0.839729254,2.60577E-09
SLC38A2,713.9536963,-0.474108902,0.93898369,2.60577E-09
TNRC18,715.4087242,-0.037743122,0.999920481,2.60577E-09
NPIPB13,715.8498406,0.061715537,0.999383169,2.60577E-09
RPL31,716.2476001,-0.686008012,0.784093113,2.60577E-09
STIM1,716.439203,0.587682722,0.961408752,2.60577E-09
DHX15,718.6054675,-0.177052276,0.998997571,2.60577E-09
PPM1A,719.4322204,-0.002319461,0.999773933,2.60577E-09
PTPRJ,719.9254504,0.392331167,0.997876021,2.60577E-09
SETD5,722.1047722,-0.230513638,0.974849072,2.60577E-09
LLGL2,722.2297255,0.7908295,0.796230149,2.60577E-09
TRIM28,722.5141472,-0.267973793,0.998833176,2.60577E-09
RNPS1,724.3032225,-0.152938024,0.999984529,2.60577E-09
UBR5,724.5344643,0.029015091,0.999310189,2.60577E-09
SRSF7,726.4854666,-0.009247441,0.999999639,2.60577E-09
CCND2,727.2958056,0.335031065,0.949729714,2.60577E-09
UBA1,729.3892094,0.254083051,0.99887523,2.60577E-09
TBL1XR1,729.7453939,-0.27743159,0.880575751,2.60577E-09
BTAF1,730.3925917,-0.094652564,0.995996665,2.60577E-09
CLSTN3,731.1784107,-0.583706354,0.873585212,2.60577E-09
